order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
ORD_0000035,CUST_000069,delivered,2023-12-17 15:22:48,2023-12-18 04:22:48,2023-12-22 04:22:48,2023-12-30 15:22:48,2023-12-29 15:22:48
ORD_0000036,CUST_000109,delivered,2025-01-21 00:37:32,2025-01-21 11:37:32,2025-01-22 11:37:32,2025-02-05 00:37:32,2025-02-08 00:37:32
ORD_0000037,CUST_000449,delivered,2024-10-17 08:49:34,2024-10-19 00:49:34,2024-10-20 00:49:34,2024-10-26 08:49:34,2024-10-23 08:49:34
ORD_0000038,CUST_000025,delivered,2024-12-07 03:26:28,2024-12-08 04:26:28,2024-12-11 04:26:28,2024-12-16 03:26:28,2024-12-20 03:26:28
ORD_0000039,CUST_000360,delivered,2023-06-06 06:44:43,2023-06-07 23:44:43,2023-06-11 23:44:43,2023-06-11 06:44:43,2023-06-12 06:44:43
ORD_0000040,CUST_000319,delivered,2024-09-12 22:08:26,2024-09-13 05:08:26,2024-09-18 05:08:26,2024-09-20 22:08:26,2024-09-18 22:08:26
ORD_0000041,CUST_000145,delivered,2023-04-27 03:31:12,2023-04-28 18:31:12,2023-05-01 18:31:12,2023-05-11 03:31:12,2023-05-13 03:31:12
ORD_0000042,CUST_000361,delivered,2024-02-24 09:10:02,2024-02-25 21:10:02,2024-02-27 21:10:02,2024-02-25 09:10:02,2024-02-29 09:10:02
ORD_0000043,CUST_000170,processing,2023-08-29 00:00:42,2023-08-29 06:00:42,,,2023-09-07 00:00:42
ORD_0000044,CUST_000487,delivered,2023-04-03 16:04:46,2023-04-05 15:04:46,2023-04-08 15:04:46,2023-04-07 16:04:46,2023-04-14 16:04:46
ORD_0000045,CUST_000119,delivered,2024-04-12 09:16:29,2024-04-12 13:16:29,2024-04-14 13:16:29,2024-04-30 09:16:29,2024-05-02 09:16:29
ORD_0000046,CUST_000411,delivered,2024-11-24 10:27:47,2024-11-24 18:27:47,2024-11-25 18:27:47,2024-11-28 10:27:47,2024-11-25 10:27:47
ORD_0000047,CUST_000437,delivered,2023-05-22 21:41:10,2023-05-23 19:41:10,2023-05-27 19:41:10,2023-06-08 21:41:10,2023-06-06 21:41:10
ORD_0000048,CUST_000191,delivered,2025-04-14 10:11:07,2025-04-15 12:11:07,2025-04-19 12:11:07,2025-05-01 10:11:07,2025-05-02 10:11:07
ORD_0000049,CUST_000428,delivered,2024-01-30 22:54:30,2024-02-01 01:54:30,2024-02-03 01:54:30,2024-02-19 22:54:30,2024-02-16 22:54:30
ORD_0000050,CUST_000483,delivered,2023-06-13 03:26:58,2023-06-14 17:26:58,2023-06-19 17:26:58,2023-06-30 03:26:58,2023-07-07 03:26:58
ORD_0000051,CUST_000225,delivered,2023-07-05 19:24:49,2023-07-06 18:24:49,2023-07-08 18:24:49,2023-07-09 19:24:49,2023-07-12 19:24:49
ORD_0000052,CUST_000226,delivered,2023-02-17 02:16:41,2023-02-17 23:16:41,2023-02-22 23:16:41,2023-03-01 02:16:41,2023-03-07 02:16:41
ORD_0000053,CUST_000371,delivered,2024-08-01 07:42:55,2024-08-02 05:42:55,2024-08-07 05:42:55,2024-08-22 07:42:55,2024-08-22 07:42:55
ORD_0000054,CUST_000247,delivered,2023-12-21 21:43:41,2023-12-22 22:43:41,2023-12-27 22:43:41,2024-01-02 21:43:41,2024-01-08 21:43:41
ORD_0000055,CUST_000028,shipped,2023-01-12 20:59:10,2023-01-14 05:59:10,2023-01-18 05:59:10,,2023-01-27 20:59:10
ORD_0000056,CUST_000165,delivered,2023-09-04 10:17:03,2023-09-05 19:17:03,2023-09-09 19:17:03,2023-09-16 10:17:03,2023-09-19 10:17:03
ORD_0000057,CUST_000419,delivered,2023-08-29 02:29:28,2023-08-30 15:29:28,2023-09-03 15:29:28,2023-09-04 02:29:28,2023-09-08 02:29:28
ORD_0000058,CUST_000382,delivered,2024-10-31 00:06:25,2024-11-01 03:06:25,2024-11-06 03:06:25,2024-11-12 00:06:25,2024-11-09 00:06:25
ORD_0000059,CUST_000423,shipped,2023-04-04 19:39:40,2023-04-05 15:39:40,2023-04-10 15:39:40,,2023-04-15 19:39:40
ORD_0000060,CUST_000187,delivered,2025-04-25 01:52:14,2025-04-26 07:52:14,2025-05-01 07:52:14,2025-05-15 01:52:14,2025-05-21 01:52:14
ORD_0000061,CUST_000243,delivered,2025-01-03 21:23:45,2025-01-05 02:23:45,2025-01-07 02:23:45,2025-01-14 21:23:45,2025-01-21 21:23:45
ORD_0000062,CUST_000494,delivered,2025-03-30 09:35:33,2025-03-31 09:35:33,2025-04-01 09:35:33,2025-04-10 09:35:33,2025-04-09 09:35:33
ORD_0000063,CUST_000253,delivered,2023-05-24 22:47:46,2023-05-26 01:47:46,2023-05-31 01:47:46,2023-06-09 22:47:46,2023-06-12 22:47:46
ORD_0000064,CUST_000111,delivered,2024-04-13 06:45:21,2024-04-13 13:45:21,2024-04-14 13:45:21,2024-04-26 06:45:21,2024-05-03 06:45:21
ORD_0000065,CUST_000429,delivered,2024-11-19 18:07:49,2024-11-20 23:07:49,2024-11-25 23:07:49,2024-12-02 18:07:49,2024-12-06 18:07:49
ORD_0000066,CUST_000003,shipped,2024-06-27 23:03:35,2024-06-29 03:03:35,2024-07-03 03:03:35,,2024-07-09 23:03:35
ORD_0000067,CUST_000400,delivered,2023-07-01 22:37:11,2023-07-03 21:37:11,2023-07-04 21:37:11,2023-07-06 22:37:11,2023-07-08 22:37:11
ORD_0000068,CUST_000259,delivered,2024-01-29 13:38:58,2024-01-31 10:38:58,2024-02-03 10:38:58,2024-02-08 13:38:58,2024-02-11 13:38:58
ORD_0000069,CUST_000494,delivered,2023-12-18 09:28:51,2023-12-18 18:28:51,2023-12-23 18:28:51,2023-12-28 09:28:51,2023-12-29 09:28:51
ORD_0000070,CUST_000432,delivered,2024-12-19 17:55:20,2024-12-21 15:55:20,2024-12-26 15:55:20,2024-12-22 17:55:20,2024-12-29 17:55:20
ORD_0000071,CUST_000112,delivered,2023-07-25 06:39:45,2023-07-26 01:39:45,2023-07-28 01:39:45,2023-08-08 06:39:45,2023-08-07 06:39:45
ORD_0000072,CUST_000258,delivered,2024-07-09 22:40:20,2024-07-11 20:40:20,2024-07-14 20:40:20,2024-07-22 22:40:20,2024-07-27 22:40:20
ORD_0000073,CUST_000246,delivered,2024-08-19 18:42:45,2024-08-20 21:42:45,2024-08-25 21:42:45,2024-08-29 18:42:45,2024-08-26 18:42:45
ORD_0000074,CUST_000268,delivered,2023-04-20 00:24:09,2023-04-20 04:24:09,2023-04-22 04:24:09,2023-05-06 00:24:09,2023-05-07 00:24:09
ORD_0000075,CUST_000385,delivered,2025-03-15 05:18:43,2025-03-15 22:18:43,2025-03-16 22:18:43,2025-03-22 05:18:43,2025-03-27 05:18:43
ORD_0000076,CUST_000017,delivered,2024-01-03 14:06:39,2024-01-05 10:06:39,2024-01-07 10:06:39,2024-01-14 14:06:39,2024-01-21 14:06:39
ORD_0000077,CUST_000288,delivered,2024-02-03 07:32:50,2024-02-05 04:32:50,2024-02-06 04:32:50,2024-02-13 07:32:50,2024-02-20 07:32:50
ORD_0000078,CUST_000161,delivered,2024-07-19 01:00:47,2024-07-19 18:00:47,2024-07-23 18:00:47,2024-07-28 01:00:47,2024-07-28 01:00:47
ORD_0000079,CUST_000467,delivered,2024-10-10 22:45:41,2024-10-11 22:45:41,2024-10-16 22:45:41,2024-10-25 22:45:41,2024-10-25 22:45:41
ORD_0000080,CUST_000151,canceled,2024-04-04 05:43:04,2024-04-04 17:43:04,,,2024-04-15 05:43:04
ORD_0000081,CUST_000062,delivered,2024-01-22 01:27:17,2024-01-23 13:27:17,2024-01-25 13:27:17,2024-01-28 01:27:17,2024-01-30 01:27:17
ORD_0000082,CUST_000239,delivered,2024-12-27 04:02:09,2024-12-28 01:02:09,2025-01-02 01:02:09,2025-01-10 04:02:09,2025-01-17 04:02:09
ORD_0000083,CUST_000155,delivered,2024-05-17 18:35:22,2024-05-17 23:35:22,2024-05-20 23:35:22,2024-05-18 18:35:22,2024-05-23 18:35:22
ORD_0000084,CUST_000035,delivered,2025-03-16 16:10:26,2025-03-18 03:10:26,2025-03-19 03:10:26,2025-03-23 16:10:26,2025-03-25 16:10:26
ORD_0000085,CUST_000114,delivered,2023-08-07 21:21:21,2023-08-08 21:21:21,2023-08-13 21:21:21,2023-08-11 21:21:21,2023-08-18 21:21:21
ORD_0000086,CUST_000005,processing,2023-04-28 21:22:28,2023-04-29 13:22:28,,,2023-05-13 21:22:28
ORD_0000087,CUST_000471,delivered,2024-09-28 07:02:43,2024-09-29 04:02:43,2024-09-30 04:02:43,2024-10-03 07:02:43,2024-10-04 07:02:43
ORD_0000088,CUST_000013,delivered,2024-06-13 11:32:51,2024-06-14 20:32:51,2024-06-15 20:32:51,2024-06-23 11:32:51,2024-06-24 11:32:51
ORD_0000089,CUST_000460,canceled,2024-10-29 06:20:32,2024-10-29 12:20:32,,,2024-11-23 06:20:32
ORD_0000090,CUST_000274,delivered,2023-01-08 20:04:13,2023-01-10 15:04:13,2023-01-12 15:04:13,2023-01-28 20:04:13,2023-02-04 20:04:13
ORD_0000091,CUST_000218,shipped,2023-04-17 06:34:53,2023-04-19 03:34:53,2023-04-23 03:34:53,,2023-05-01 06:34:53
ORD_0000092,CUST_000079,delivered,2023-01-25 14:45:21,2023-01-25 17:45:21,2023-01-26 17:45:21,2023-01-27 14:45:21,2023-01-26 14:45:21
ORD_0000093,CUST_000407,processing,2023-09-15 17:04:36,2023-09-16 08:04:36,,,2023-09-23 17:04:36
ORD_0000094,CUST_000222,delivered,2023-11-20 00:24:43,2023-11-20 08:24:43,2023-11-25 08:24:43,2023-12-06 00:24:43,2023-12-04 00:24:43
ORD_0000095,CUST_000388,delivered,2025-02-02 18:02:44,2025-02-02 23:02:44,2025-02-07 23:02:44,2025-02-14 18:02:44,2025-02-15 18:02:44
ORD_0000096,CUST_000311,delivered,2023-03-30 09:48:59,2023-03-31 14:48:59,2023-04-01 14:48:59,2023-04-18 09:48:59,2023-04-22 09:48:59
ORD_0000097,CUST_000081,delivered,2024-06-30 07:08:47,2024-07-01 09:08:47,2024-07-06 09:08:47,2024-07-07 07:08:47,2024-07-08 07:08:47
ORD_0000098,CUST_000347,delivered,2025-03-25 23:41:23,2025-03-26 00:41:23,2025-03-31 00:41:23,2025-04-09 23:41:23,2025-04-08 23:41:23
ORD_0000099,CUST_000064,delivered,2023-02-12 00:36:38,2023-02-13 02:36:38,2023-02-14 02:36:38,2023-02-18 00:36:38,2023-02-20 00:36:38
ORD_0000100,CUST_000109,delivered,2024-02-27 20:54:32,2024-02-28 06:54:32,2024-03-01 06:54:32,2024-03-17 20:54:32,2024-03-23 20:54:32
ORD_0000101,CUST_000428,delivered,2023-09-16 06:07:11,2023-09-18 01:07:11,2023-09-19 01:07:11,2023-10-06 06:07:11,2023-10-11 06:07:11
ORD_0000102,CUST_000237,delivered,2024-10-22 17:04:18,2024-10-24 12:04:18,2024-10-25 12:04:18,2024-10-24 17:04:18,2024-10-24 17:04:18
ORD_0000103,CUST_000372,delivered,2024-08-17 15:21:22,2024-08-18 00:21:22,2024-08-20 00:21:22,2024-08-28 15:21:22,2024-08-28 15:21:22
ORD_0000104,CUST_000163,delivered,2024-05-12 14:21:39,2024-05-14 09:21:39,2024-05-19 09:21:39,2024-05-22 14:21:39,2024-05-21 14:21:39
ORD_0000105,CUST_000290,delivered,2024-08-03 11:51:20,2024-08-04 15:51:20,2024-08-07 15:51:20,2024-08-11 11:51:20,2024-08-18 11:51:20
ORD_0000106,CUST_000224,delivered,2023-10-11 11:08:43,2023-10-13 10:08:43,2023-10-17 10:08:43,2023-10-21 11:08:43,2023-10-25 11:08:43
ORD_0000107,CUST_000229,delivered,2024-01-03 09:31:35,2024-01-03 16:31:35,2024-01-08 16:31:35,2024-01-18 09:31:35,2024-01-17 09:31:35
ORD_0000108,CUST_000457,delivered,2024-07-05 06:16:46,2024-07-06 23:16:46,2024-07-07 23:16:46,2024-07-20 06:16:46,2024-07-17 06:16:46
ORD_0000109,CUST_000435,delivered,2024-06-03 20:01:52,2024-06-05 10:01:52,2024-06-10 10:01:52,2024-06-13 20:01:52,2024-06-14 20:01:52
ORD_0000110,CUST_000279,delivered,2024-07-06 15:41:49,2024-07-07 01:41:49,2024-07-09 01:41:49,2024-07-14 15:41:49,2024-07-20 15:41:49
ORD_0000111,CUST_000376,delivered,2023-10-25 04:29:32,2023-10-26 13:29:32,2023-10-29 13:29:32,2023-11-03 04:29:32,2023-11-09 04:29:32
ORD_0000112,CUST_000351,delivered,2023-06-19 16:08:28,2023-06-20 03:08:28,2023-06-25 03:08:28,2023-06-27 16:08:28,2023-07-04 16:08:28
ORD_0000113,CUST_000447,delivered,2023-05-30 23:46:30,2023-05-31 22:46:30,2023-06-04 22:46:30,2023-06-07 23:46:30,2023-06-07 23:46:30
ORD_0000114,CUST_000022,delivered,2024-11-15 06:33:58,2024-11-16 06:33:58,2024-11-20 06:33:58,2024-11-27 06:33:58,2024-11-24 06:33:58
ORD_0000115,CUST_000021,delivered,2024-10-26 10:06:45,2024-10-27 20:06:45,2024-10-30 20:06:45,2024-11-07 10:06:45,2024-11-12 10:06:45
ORD_0000116,CUST_000292,delivered,2023-06-28 12:41:24,2023-06-29 12:41:24,2023-06-30 12:41:24,2023-07-04 12:41:24,2023-07-09 12:41:24
ORD_0000117,CUST_000129,delivered,2024-01-21 07:33:25,2024-01-22 06:33:25,2024-01-25 06:33:25,2024-01-25 07:33:25,2024-01-31 07:33:25
ORD_0000118,CUST_000004,delivered,2024-05-28 04:28:10,2024-05-28 19:28:10,2024-05-31 19:28:10,2024-06-05 04:28:10,2024-06-05 04:28:10
ORD_0000119,CUST_000077,delivered,2023-07-11 05:23:38,2023-07-13 03:23:38,2023-07-15 03:23:38,2023-07-22 05:23:38,2023-07-20 05:23:38
ORD_0000120,CUST_000247,delivered,2024-11-22 15:30:13,2024-11-24 05:30:13,2024-11-28 05:30:13,2024-12-03 15:30:13,2024-11-30 15:30:13
ORD_0000121,CUST_000125,delivered,2023-02-14 04:36:37,2023-02-14 15:36:37,2023-02-19 15:36:37,2023-02-25 04:36:37,2023-02-22 04:36:37
ORD_0000122,CUST_000086,canceled,2023-09-22 05:33:25,2023-09-23 20:33:25,,,2023-10-13 05:33:25
ORD_0000123,CUST_000010,canceled,2025-01-06 23:42:52,2025-01-07 18:42:52,,,2025-01-19 23:42:52
ORD_0000124,CUST_000445,delivered,2024-05-08 05:14:53,2024-05-09 08:14:53,2024-05-14 08:14:53,2024-05-20 05:14:53,2024-05-19 05:14:53
ORD_0000125,CUST_000320,delivered,2024-11-06 16:16:10,2024-11-08 15:16:10,2024-11-12 15:16:10,2024-11-16 16:16:10,2024-11-19 16:16:10
ORD_0000126,CUST_000198,shipped,2023-05-16 03:01:12,2023-05-17 13:01:12,2023-05-22 13:01:12,,2023-06-04 03:01:12
ORD_0000127,CUST_000215,delivered,2025-04-26 04:38:06,2025-04-26 16:38:06,2025-05-01 16:38:06,2025-04-29 04:38:06,2025-05-04 04:38:06
ORD_0000128,CUST_000258,delivered,2025-02-09 03:05:30,2025-02-10 22:05:30,2025-02-15 22:05:30,2025-02-18 03:05:30,2025-02-23 03:05:30
ORD_0000129,CUST_000424,delivered,2023-01-02 21:41:27,2023-01-04 07:41:27,2023-01-05 07:41:27,2023-01-12 21:41:27,2023-01-16 21:41:27
ORD_0000130,CUST_000405,processing,2025-02-26 12:22:37,2025-02-28 12:22:37,,,2025-03-15 12:22:37
ORD_0000131,CUST_000051,processing,2024-03-11 04:16:30,2024-03-11 19:16:30,,,2024-03-31 04:16:30
ORD_0000132,CUST_000210,delivered,2023-09-21 06:00:45,2023-09-23 06:00:45,2023-09-28 06:00:45,2023-10-09 06:00:45,2023-10-14 06:00:45
ORD_0000133,CUST_000061,delivered,2024-06-16 00:24:41,2024-06-16 14:24:41,2024-06-19 14:24:41,2024-06-23 00:24:41,2024-06-26 00:24:41
ORD_0000134,CUST_000334,delivered,2024-08-22 08:16:54,2024-08-23 19:16:54,2024-08-26 19:16:54,2024-09-08 08:16:54,2024-09-14 08:16:54
ORD_0000135,CUST_000142,delivered,2024-11-27 12:48:13,2024-11-28 15:48:13,2024-12-03 15:48:13,2024-12-04 12:48:13,2024-12-09 12:48:13
ORD_0000136,CUST_000248,delivered,2023-09-17 09:36:22,2023-09-19 07:36:22,2023-09-21 07:36:22,2023-09-27 09:36:22,2023-10-04 09:36:22
ORD_0000137,CUST_000061,canceled,2025-02-04 07:28:50,2025-02-06 04:28:50,,,2025-02-17 07:28:50
ORD_0000138,CUST_000411,delivered,2024-07-17 19:44:43,2024-07-19 17:44:43,2024-07-23 17:44:43,2024-07-27 19:44:43,2024-08-03 19:44:43
ORD_0000139,CUST_000003,processing,2025-04-03 02:52:09,2025-04-04 09:52:09,,,2025-04-10 02:52:09
ORD_0000140,CUST_000190,processing,2023-03-23 19:02:46,2023-03-24 20:02:46,,,2023-04-07 19:02:46
ORD_0000141,CUST_000315,delivered,2024-11-02 16:18:45,2024-11-04 07:18:45,2024-11-06 07:18:45,2024-11-12 16:18:45,2024-11-12 16:18:45
ORD_0000142,CUST_000436,delivered,2024-11-03 16:18:12,2024-11-03 19:18:12,2024-11-08 19:18:12,2024-11-08 16:18:12,2024-11-13 16:18:12
ORD_0000143,CUST_000358,delivered,2023-08-26 19:10:43,2023-08-26 22:10:43,2023-08-27 22:10:43,2023-09-08 19:10:43,2023-09-09 19:10:43
ORD_0000144,CUST_000400,delivered,2024-02-14 11:42:25,2024-02-15 13:42:25,2024-02-20 13:42:25,2024-02-22 11:42:25,2024-02-19 11:42:25
ORD_0000145,CUST_000378,delivered,2024-12-21 02:58:05,2024-12-22 14:58:05,2024-12-27 14:58:05,2024-12-31 02:58:05,2025-01-01 02:58:05
ORD_0000146,CUST_000116,delivered,2024-09-12 06:29:59,2024-09-13 08:29:59,2024-09-16 08:29:59,2024-09-18 06:29:59,2024-09-17 06:29:59
ORD_0000147,CUST_000209,delivered,2024-06-02 03:35:04,2024-06-03 12:35:04,2024-06-04 12:35:04,2024-06-12 03:35:04,2024-06-17 03:35:04
ORD_0000148,CUST_000417,canceled,2025-03-23 18:16:44,2025-03-24 23:16:44,,,2025-03-30 18:16:44
ORD_0000149,CUST_000248,delivered,2025-02-27 07:48:21,2025-02-28 13:48:21,2025-03-05 13:48:21,2025-03-11 07:48:21,2025-03-12 07:48:21
ORD_0000150,CUST_000035,delivered,2024-01-27 20:50:14,2024-01-29 16:50:14,2024-02-01 16:50:14,2024-02-01 20:50:14,2024-02-04 20:50:14
ORD_0000151,CUST_000490,delivered,2023-12-28 16:34:00,2023-12-30 13:34:00,2024-01-01 13:34:00,2024-01-08 16:34:00,2024-01-10 16:34:00
ORD_0000152,CUST_000039,delivered,2024-07-21 05:30:20,2024-07-22 04:30:20,2024-07-27 04:30:20,2024-08-07 05:30:20,2024-08-08 05:30:20
ORD_0000153,CUST_000094,delivered,2025-02-03 21:59:58,2025-02-04 10:59:58,2025-02-06 10:59:58,2025-02-13 21:59:58,2025-02-14 21:59:58
ORD_0000154,CUST_000106,delivered,2023-08-23 06:53:15,2023-08-24 22:53:15,2023-08-25 22:53:15,2023-09-06 06:53:15,2023-09-04 06:53:15
ORD_0000155,CUST_000472,delivered,2023-03-22 21:42:31,2023-03-24 13:42:31,2023-03-29 13:42:31,2023-04-10 21:42:31,2023-04-12 21:42:31
ORD_0000156,CUST_000318,shipped,2023-11-19 15:57:56,2023-11-21 04:57:56,2023-11-25 04:57:56,,2023-11-24 15:57:56
ORD_0000157,CUST_000392,delivered,2024-06-07 08:25:14,2024-06-08 21:25:14,2024-06-13 21:25:14,2024-06-16 08:25:14,2024-06-21 08:25:14
ORD_0000158,CUST_000017,delivered,2024-05-29 11:25:55,2024-05-31 07:25:55,2024-06-04 07:25:55,2024-06-08 11:25:55,2024-06-06 11:25:55
ORD_0000159,CUST_000358,delivered,2024-06-14 14:20:44,2024-06-14 15:20:44,2024-06-16 15:20:44,2024-06-24 14:20:44,2024-06-26 14:20:44
ORD_0000160,CUST_000314,delivered,2023-09-23 05:35:16,2023-09-23 21:35:16,2023-09-28 21:35:16,2023-10-04 05:35:16,2023-10-06 05:35:16
ORD_0000161,CUST_000188,delivered,2023-07-08 15:27:13,2023-07-09 18:27:13,2023-07-12 18:27:13,2023-07-14 15:27:13,2023-07-18 15:27:13
ORD_0000162,CUST_000093,delivered,2024-08-08 04:36:43,2024-08-08 19:36:43,2024-08-11 19:36:43,2024-08-18 04:36:43,2024-08-18 04:36:43
ORD_0000163,CUST_000285,delivered,2024-03-18 12:12:09,2024-03-20 12:12:09,2024-03-21 12:12:09,2024-03-27 12:12:09,2024-04-03 12:12:09
ORD_0000164,CUST_000265,delivered,2024-06-30 23:20:50,2024-07-02 07:20:50,2024-07-07 07:20:50,2024-07-13 23:20:50,2024-07-19 23:20:50
ORD_0000165,CUST_000025,delivered,2024-02-12 03:44:10,2024-02-12 07:44:10,2024-02-15 07:44:10,2024-02-21 03:44:10,2024-02-25 03:44:10
ORD_0000166,CUST_000382,delivered,2023-12-09 08:23:23,2023-12-10 20:23:23,2023-12-13 20:23:23,2023-12-21 08:23:23,2023-12-23 08:23:23
ORD_0000167,CUST_000011,canceled,2024-02-26 03:22:55,2024-02-27 23:22:55,,,2024-03-21 03:22:55
ORD_0000168,CUST_000276,delivered,2023-06-28 09:22:20,2023-06-30 05:22:20,2023-07-04 05:22:20,2023-07-18 09:22:20,2023-07-16 09:22:20
ORD_0000169,CUST_000196,shipped,2024-09-20 09:29:40,2024-09-20 19:29:40,2024-09-23 19:29:40,,2024-09-27 09:29:40
ORD_0000170,CUST_000435,delivered,2023-03-15 02:10:21,2023-03-15 17:10:21,2023-03-18 17:10:21,2023-03-27 02:10:21,2023-03-28 02:10:21
ORD_0000171,CUST_000310,delivered,2024-10-22 12:17:56,2024-10-23 17:17:56,2024-10-26 17:17:56,2024-11-01 12:17:56,2024-11-05 12:17:56
