order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD_0000025,2,PROD_00184,SELL_0007,2023-04-04 07:22:14,25.51,14.39
ORD_0000025,3,PROD_00130,SELL_0016,2023-04-05 07:22:14,94.32,25.44
ORD_0000026,1,PROD_00096,SELL_0005,2023-11-05 14:54:07,417.99,32.24
ORD_0000027,1,PROD_00073,SELL_0024,2024-10-01 02:30:56,62.93,18.06
ORD_0000028,1,PROD_00167,SELL_0019,2023-07-31 10:26:36,277.93,42.7
ORD_0000028,2,PROD_00008,SELL_0010,2023-07-31 10:26:36,80.92,6.78
ORD_0000028,3,PROD_00007,SELL_0021,2023-07-31 10:26:36,111.8,13.46
ORD_0000029,1,PROD_00190,SELL_0023,2023-12-10 20:11:20,218.03,28.26
ORD_0000029,2,PROD_00097,SELL_0047,2023-12-10 20:11:20,253.45,6.3
ORD_0000030,1,PROD_00167,SELL_0015,2025-02-27 05:31:50,77.95,8.09
ORD_0000031,1,PROD_00148,SELL_0035,2024-02-25 13:30:24,98.25,34.36
ORD_0000032,1,PROD_00136,SELL_0043,2024-07-03 06:01:43,161.66,29.28
ORD_0000033,1,PROD_00082,SELL_0019,2023-12-22 09:08:06,95.37,38.44
ORD_0000034,1,PROD_00197,SELL_0021,2023-11-01 14:46:33,391.67,14.24
ORD_0000035,1,PROD_00178,SELL_0027,2023-12-21 15:22:48,187.71,34.31
ORD_0000035,2,PROD_00021,SELL_0024,2023-12-24 15:22:48,188.95,25.23
ORD_0000035,3,PROD_00124,SELL_0027,2023-12-20 15:22:48,217.75,22.96
ORD_0000036,1,PROD_00033,SELL_0027,2025-01-28 00:37:32,742.8,14.8
ORD_0000037,1,PROD_00036,SELL_0022,2024-10-21 08:49:34,254.05,36.83
ORD_0000038,1,PROD_00105,SELL_0037,2024-12-12 03:26:28,89.99,44.33
ORD_0000039,1,PROD_00198,SELL_0030,2023-06-08 06:44:43,19.86,12.2
ORD_0000040,1,PROD_00108,SELL_0031,2024-09-19 22:08:26,76.89,27.18
ORD_0000041,1,PROD_00009,SELL_0011,2023-04-29 03:31:12,420.25,5.96
ORD_0000042,1,PROD_00136,SELL_0023,2024-02-27 09:10:02,184.54,41.17
ORD_0000043,1,PROD_00143,SELL_0022,2023-09-02 00:00:42,111.75,16.74
ORD_0000044,1,PROD_00158,SELL_0005,2023-04-10 16:04:46,69.88,33.89
ORD_0000045,1,PROD_00115,SELL_0048,2024-04-17 09:16:29,731.22,30.23
ORD_0000045,2,PROD_00075,SELL_0047,2024-04-15 09:16:29,307.91,33.0
ORD_0000045,3,PROD_00186,SELL_0033,2024-04-14 09:16:29,311.06,41.65
ORD_0000046,1,PROD_00002,SELL_0042,2024-11-29 10:27:47,154.49,19.79
ORD_0000047,1,PROD_00113,SELL_0018,2023-05-24 21:41:10,166.08,33.9
ORD_0000048,1,PROD_00127,SELL_0034,2025-04-20 10:11:07,30.58,27.57
ORD_0000049,1,PROD_00110,SELL_0049,2024-02-02 22:54:30,110.56,20.36
ORD_0000050,1,PROD_00011,SELL_0047,2023-06-16 03:26:58,123.96,34.39
ORD_0000050,2,PROD_00111,SELL_0040,2023-06-17 03:26:58,429.73,28.01
ORD_0000050,3,PROD_00026,SELL_0019,2023-06-17 03:26:58,96.63,11.62
ORD_0000051,1,PROD_00058,SELL_0017,2023-07-11 19:24:49,178.22,16.54
ORD_0000052,1,PROD_00060,SELL_0014,2023-02-23 02:16:41,42.65,10.64
ORD_0000052,2,PROD_00131,SELL_0003,2023-02-23 02:16:41,61.61,6.09
ORD_0000053,1,PROD_00050,SELL_0002,2024-08-05 07:42:55,43.73,38.3
ORD_0000054,1,PROD_00147,SELL_0009,2023-12-26 21:43:41,142.29,22.79
ORD_0000055,1,PROD_00029,SELL_0008,2023-01-17 20:59:10,254.94,41.77
ORD_0000056,1,PROD_00127,SELL_0018,2023-09-11 10:17:03,24.73,39.58
ORD_0000056,2,PROD_00172,SELL_0006,2023-09-11 10:17:03,57.03,19.15
ORD_0000057,1,PROD_00187,SELL_0022,2023-09-02 02:29:28,45.45,11.27
ORD_0000057,2,PROD_00117,SELL_0050,2023-08-31 02:29:28,119.05,25.51
ORD_0000058,1,PROD_00081,SELL_0007,2024-11-07 00:06:25,71.92,6.53
ORD_0000058,2,PROD_00134,SELL_0043,2024-11-07 00:06:25,67.39,38.66
ORD_0000059,1,PROD_00163,SELL_0038,2023-04-09 19:39:40,97.82,14.84
ORD_0000060,1,PROD_00057,SELL_0010,2025-04-30 01:52:14,104.27,15.61
ORD_0000060,2,PROD_00048,SELL_0013,2025-05-02 01:52:14,187.39,16.3
ORD_0000061,1,PROD_00133,SELL_0001,2025-01-08 21:23:45,69.29,34.98
ORD_0000061,2,PROD_00018,SELL_0046,2025-01-06 21:23:45,41.8,29.45
ORD_0000062,1,PROD_00177,SELL_0038,2025-04-02 09:35:33,232.57,20.21
ORD_0000063,1,PROD_00124,SELL_0020,2023-05-27 22:47:46,192.7,43.17
ORD_0000064,1,PROD_00172,SELL_0026,2024-04-19 06:45:21,158.39,36.87
ORD_0000064,2,PROD_00092,SELL_0015,2024-04-15 06:45:21,391.8,16.82
ORD_0000065,1,PROD_00194,SELL_0029,2024-11-23 18:07:49,62.3,21.78
ORD_0000065,2,PROD_00064,SELL_0030,2024-11-23 18:07:49,135.86,9.63
ORD_0000065,3,PROD_00170,SELL_0046,2024-11-22 18:07:49,51.79,32.88
ORD_0000066,1,PROD_00124,SELL_0039,2024-07-02 23:03:35,296.44,39.56
ORD_0000066,2,PROD_00176,SELL_0033,2024-06-30 23:03:35,54.62,16.64
ORD_0000067,1,PROD_00105,SELL_0017,2023-07-08 22:37:11,21.55,35.87
ORD_0000067,2,PROD_00082,SELL_0028,2023-07-06 22:37:11,135.14,37.36
ORD_0000068,1,PROD_00014,SELL_0022,2024-02-05 13:38:58,25.12,34.13
ORD_0000069,1,PROD_00079,SELL_0011,2023-12-24 09:28:51,148.1,13.85
ORD_0000069,2,PROD_00053,SELL_0040,2023-12-24 09:28:51,143.63,9.41
ORD_0000070,1,PROD_00155,SELL_0002,2024-12-24 17:55:20,225.11,43.01
ORD_0000071,1,PROD_00181,SELL_0050,2023-07-31 06:39:45,179.98,19.11
ORD_0000072,1,PROD_00013,SELL_0013,2024-07-12 22:40:20,165.22,19.48
ORD_0000073,1,PROD_00102,SELL_0011,2024-08-23 18:42:45,346.69,14.17
ORD_0000073,2,PROD_00085,SELL_0016,2024-08-21 18:42:45,29.5,27.12
ORD_0000074,1,PROD_00006,SELL_0033,2023-04-25 00:24:09,139.6,26.06
ORD_0000075,1,PROD_00011,SELL_0015,2025-03-22 05:18:43,31.97,17.06
ORD_0000075,2,PROD_00198,SELL_0048,2025-03-17 05:18:43,56.61,6.35
ORD_0000076,1,PROD_00097,SELL_0048,2024-01-07 14:06:39,205.2,10.25
ORD_0000076,2,PROD_00022,SELL_0046,2024-01-10 14:06:39,82.86,25.18
ORD_0000077,1,PROD_00004,SELL_0010,2024-02-05 07:32:50,189.52,26.67
ORD_0000078,1,PROD_00101,SELL_0020,2024-07-23 01:00:47,148.8,29.23
ORD_0000078,2,PROD_00109,SELL_0018,2024-07-24 01:00:47,43.43,5.94
ORD_0000079,1,PROD_00068,SELL_0025,2024-10-14 22:45:41,679.25,28.05
ORD_0000080,1,PROD_00057,SELL_0031,2024-04-08 05:43:04,145.36,27.44
ORD_0000081,1,PROD_00137,SELL_0032,2024-01-29 01:27:17,263.16,20.3
ORD_0000081,2,PROD_00101,SELL_0046,2024-01-24 01:27:17,572.82,35.51
ORD_0000081,3,PROD_00116,SELL_0026,2024-01-25 01:27:17,176.24,44.01
ORD_0000082,1,PROD_00123,SELL_0022,2024-12-30 04:02:09,147.34,30.71
ORD_0000083,1,PROD_00022,SELL_0032,2024-05-23 18:35:22,93.42,11.77
ORD_0000083,2,PROD_00064,SELL_0031,2024-05-23 18:35:22,25.94,21.13
ORD_0000084,1,PROD_00146,SELL_0032,2025-03-20 16:10:26,154.51,7.36
ORD_0000084,2,PROD_00106,SELL_0010,2025-03-18 16:10:26,66.39,18.51
ORD_0000085,1,PROD_00145,SELL_0018,2023-08-14 21:21:21,155.7,39.86
ORD_0000086,1,PROD_00144,SELL_0021,2023-05-05 21:22:28,485.03,26.82
ORD_0000087,1,PROD_00119,SELL_0048,2024-10-05 07:02:43,436.97,25.58
ORD_0000088,1,PROD_00027,SELL_0009,2024-06-15 11:32:51,187.51,8.1
ORD_0000089,1,PROD_00192,SELL_0008,2024-10-31 06:20:32,33.08,12.89
ORD_0000090,1,PROD_00127,SELL_0032,2023-01-11 20:04:13,17.8,37.13
ORD_0000090,2,PROD_00192,SELL_0001,2023-01-12 20:04:13,176.1,21.73
ORD_0000091,1,PROD_00076,SELL_0018,2023-04-23 06:34:53,222.98,40.21
ORD_0000092,1,PROD_00096,SELL_0019,2023-01-31 14:45:21,290.63,11.64
ORD_0000093,1,PROD_00158,SELL_0039,2023-09-19 17:04:36,382.24,19.85
ORD_0000094,1,PROD_00054,SELL_0047,2023-11-23 00:24:43,282.14,42.08
ORD_0000095,1,PROD_00184,SELL_0027,2025-02-05 18:02:44,209.91,5.39
ORD_0000096,1,PROD_00018,SELL_0045,2023-04-02 09:48:59,79.5,5.22
ORD_0000097,1,PROD_00025,SELL_0004,2024-07-06 07:08:47,103.73,18.24
ORD_0000098,1,PROD_00041,SELL_0015,2025-03-29 23:41:23,54.71,30.45
ORD_0000099,1,PROD_00050,SELL_0028,2023-02-18 00:36:38,193.77,37.83
ORD_0000100,1,PROD_00095,SELL_0017,2024-03-04 20:54:32,40.47,21.13
ORD_0000100,2,PROD_00139,SELL_0038,2024-03-01 20:54:32,399.3,13.1
ORD_0000101,1,PROD_00056,SELL_0007,2023-09-19 06:07:11,80.8,15.52
ORD_0000102,1,PROD_00151,SELL_0037,2024-10-28 17:04:18,231.02,20.32
ORD_0000102,2,PROD_00155,SELL_0040,2024-10-29 17:04:18,125.35,37.29
ORD_0000103,1,PROD_00054,SELL_0014,2024-08-19 15:21:22,67.07,36.33
ORD_0000103,2,PROD_00158,SELL_0001,2024-08-21 15:21:22,84.2,11.59
ORD_0000103,3,PROD_00020,SELL_0033,2024-08-22 15:21:22,450.06,7.09
ORD_0000104,1,PROD_00121,SELL_0008,2024-05-15 14:21:39,25.01,25.02
ORD_0000105,1,PROD_00097,SELL_0023,2024-08-07 11:51:20,237.83,33.25
ORD_0000106,1,PROD_00082,SELL_0014,2023-10-14 11:08:43,168.59,40.33
ORD_0000106,2,PROD_00163,SELL_0028,2023-10-17 11:08:43,126.7,33.45
ORD_0000107,1,PROD_00178,SELL_0036,2024-01-08 09:31:35,557.55,32.41
ORD_0000108,1,PROD_00046,SELL_0030,2024-07-12 06:16:46,19.17,19.63
ORD_0000109,1,PROD_00109,SELL_0013,2024-06-08 20:01:52,21.03,27.39
ORD_0000110,1,PROD_00192,SELL_0024,2024-07-12 15:41:49,199.13,12.83
ORD_0000111,1,PROD_00151,SELL_0024,2023-10-29 04:29:32,118.98,8.76
ORD_0000112,1,PROD_00004,SELL_0018,2023-06-26 16:08:28,157.59,6.34
ORD_0000113,1,PROD_00012,SELL_0018,2023-06-06 23:46:30,199.19,33.17
ORD_0000114,1,PROD_00147,SELL_0031,2024-11-21 06:33:58,251.41,39.53
ORD_0000115,1,PROD_00126,SELL_0042,2024-11-01 10:06:45,34.33,35.0
ORD_0000116,1,PROD_00010,SELL_0046,2023-07-01 12:41:24,274.44,29.52
ORD_0000116,2,PROD_00181,SELL_0009,2023-06-30 12:41:24,373.37,39.84
ORD_0000117,1,PROD_00031,SELL_0004,2024-01-25 07:33:25,46.9,30.5
ORD_0000118,1,PROD_00140,SELL_0042,2024-06-03 04:28:10,153.19,39.1
ORD_0000119,1,PROD_00086,SELL_0021,2023-07-18 05:23:38,169.08,38.93
ORD_0000119,2,PROD_00044,SELL_0024,2023-07-17 05:23:38,136.8,28.47
ORD_0000120,1,PROD_00171,SELL_0043,2024-11-24 15:30:13,173.21,38.51
ORD_0000121,1,PROD_00195,SELL_0006,2023-02-17 04:36:37,34.08,34.16
ORD_0000122,1,PROD_00071,SELL_0027,2023-09-25 05:33:25,312.09,32.55
ORD_0000123,1,PROD_00001,SELL_0008,2025-01-10 23:42:52,119.24,27.42
ORD_0000124,1,PROD_00179,SELL_0006,2024-05-10 05:14:53,43.84,42.21
ORD_0000125,1,PROD_00047,SELL_0038,2024-11-13 16:16:10,148.61,12.43
ORD_0000125,2,PROD_00006,SELL_0014,2024-11-13 16:16:10,141.51,36.55
ORD_0000125,3,PROD_00096,SELL_0016,2024-11-10 16:16:10,240.97,40.09
ORD_0000126,1,PROD_00165,SELL_0048,2023-05-23 03:01:12,236.52,39.58
ORD_0000126,2,PROD_00034,SELL_0019,2023-05-19 03:01:12,119.01,20.17
ORD_0000127,1,PROD_00145,SELL_0013,2025-04-30 04:38:06,89.15,14.04
ORD_0000128,1,PROD_00046,SELL_0029,2025-02-13 03:05:30,176.58,15.37
ORD_0000128,2,PROD_00024,SELL_0023,2025-02-16 03:05:30,95.83,28.15
ORD_0000129,1,PROD_00162,SELL_0038,2023-01-07 21:41:27,56.53,11.82
ORD_0000130,1,PROD_00146,SELL_0023,2025-03-05 12:22:37,50.03,33.09
ORD_0000131,1,PROD_00074,SELL_0033,2024-03-17 04:16:30,49.41,32.99
ORD_0000131,2,PROD_00191,SELL_0050,2024-03-14 04:16:30,484.81,8.63
ORD_0000132,1,PROD_00120,SELL_0034,2023-09-28 06:00:45,93.04,41.88
ORD_0000133,1,PROD_00122,SELL_0024,2024-06-22 00:24:41,81.73,28.47
ORD_0000134,1,PROD_00151,SELL_0007,2024-08-29 08:16:54,316.93,17.89
ORD_0000135,1,PROD_00003,SELL_0022,2024-12-04 12:48:13,64.45,24.02
ORD_0000136,1,PROD_00048,SELL_0030,2023-09-23 09:36:22,229.59,17.25
ORD_0000136,2,PROD_00048,SELL_0040,2023-09-22 09:36:22,191.73,22.56
ORD_0000136,3,PROD_00152,SELL_0026,2023-09-22 09:36:22,473.49,22.4
ORD_0000137,1,PROD_00065,SELL_0031,2025-02-11 07:28:50,147.44,29.04
ORD_0000137,2,PROD_00103,SELL_0015,2025-02-10 07:28:50,23.61,43.83
ORD_0000138,1,PROD_00110,SELL_0026,2024-07-23 19:44:43,274.31,43.16
ORD_0000139,1,PROD_00132,SELL_0039,2025-04-10 02:52:09,42.45,17.02
ORD_0000140,1,PROD_00051,SELL_0009,2023-03-26 19:02:46,476.72,27.72
ORD_0000140,2,PROD_00170,SELL_0006,2023-03-27 19:02:46,113.28,43.4
ORD_0000140,3,PROD_00197,SELL_0026,2023-03-26 19:02:46,82.34,18.84
ORD_0000141,1,PROD_00169,SELL_0020,2024-11-06 16:18:45,143.57,40.32
ORD_0000142,1,PROD_00061,SELL_0047,2024-11-06 16:18:12,347.37,22.46
ORD_0000143,1,PROD_00143,SELL_0031,2023-08-29 19:10:43,341.35,19.97
ORD_0000144,1,PROD_00121,SELL_0014,2024-02-19 11:42:25,36.59,20.76
ORD_0000145,1,PROD_00119,SELL_0007,2024-12-26 02:58:05,435.49,35.52
ORD_0000146,1,PROD_00196,SELL_0021,2024-09-16 06:29:59,187.7,21.0
ORD_0000147,1,PROD_00187,SELL_0035,2024-06-04 03:35:04,264.99,28.88
ORD_0000147,2,PROD_00089,SELL_0038,2024-06-04 03:35:04,102.78,34.62
ORD_0000148,1,PROD_00156,SELL_0024,2025-03-27 18:16:44,43.85,14.41
ORD_0000149,1,PROD_00001,SELL_0005,2025-03-06 07:48:21,219.54,35.07
ORD_0000150,1,PROD_00128,SELL_0028,2024-01-29 20:50:14,19.1,13.45
ORD_0000151,1,PROD_00168,SELL_0020,2024-01-02 16:34:00,106.34,11.03
ORD_0000152,1,PROD_00124,SELL_0027,2024-07-24 05:30:20,26.67,43.34
ORD_0000153,1,PROD_00175,SELL_0006,2025-02-07 21:59:58,329.72,9.26
ORD_0000154,1,PROD_00026,SELL_0001,2023-08-26 06:53:15,169.13,21.18
ORD_0000155,1,PROD_00148,SELL_0001,2023-03-27 21:42:31,80.98,32.45
ORD_0000156,1,PROD_00172,SELL_0020,2023-11-24 15:57:56,135.47,35.85
ORD_0000157,1,PROD_00163,SELL_0029,2024-06-13 08:25:14,26.23,37.29
ORD_0000158,1,PROD_00122,SELL_0024,2024-05-31 11:25:55,293.45,38.77
ORD_0000159,1,PROD_00109,SELL_0044,2024-06-16 14:20:44,44.88,20.34
ORD_0000159,2,PROD_00039,SELL_0046,2024-06-20 14:20:44,22.64,42.93
ORD_0000160,1,PROD_00132,SELL_0030,2023-09-28 05:35:16,149.12,34.11
ORD_0000161,1,PROD_00073,SELL_0030,2023-07-12 15:27:13,28.35,39.72
ORD_0000162,1,PROD_00154,SELL_0022,2024-08-15 04:36:43,349.47,15.09
ORD_0000163,1,PROD_00007,SELL_0023,2024-03-23 12:12:09,447.92,12.15
ORD_0000164,1,PROD_00084,SELL_0008,2024-07-04 23:20:50,206.7,6.42
ORD_0000165,1,PROD_00137,SELL_0006,2024-02-18 03:44:10,374.57,14.95
ORD_0000165,2,PROD_00025,SELL_0032,2024-02-17 03:44:10,35.8,10.79
ORD_0000166,1,PROD_00089,SELL_0016,2023-12-16 08:23:23,194.65,32.56
ORD_0000166,2,PROD_00135,SELL_0021,2023-12-13 08:23:23,293.15,6.63
ORD_0000167,1,PROD_00156,SELL_0007,2024-03-02 03:22:55,195.6,30.51
ORD_0000168,1,PROD_00186,SELL_0048,2023-07-02 09:22:20,49.93,42.1
ORD_0000169,1,PROD_00006,SELL_0047,2024-09-27 09:29:40,45.35,34.87
ORD_0000170,1,PROD_00021,SELL_0008,2023-03-18 02:10:21,421.69,22.34
ORD_0000170,2,PROD_00147,SELL_0033,2023-03-21 02:10:21,96.77,17.13
ORD_0000171,1,PROD_00063,SELL_0037,2024-10-27 12:17:56,247.58,6.95
ORD_0000171,2,PROD_00056,SELL_0048,2024-10-29 12:17:56,193.77,22.48
ORD_0000172,1,PROD_00071,SELL_0026,2023-06-24 05:54:01,260.75,6.83
ORD_0000172,2,PROD_00174,SELL_0014,2023-06-23 05:54:01,156.76,5.2
ORD_0000173,1,PROD_00169,SELL_0039,2023-06-27 12:06:06,129.92,15.68
ORD_0000173,2,PROD_00082,SELL_0046,2023-06-24 12:06:06,47.2,13.99
ORD_0000174,1,PROD_00157,SELL_0030,2025-02-28 02:06:16,111.42,33.48
ORD_0000175,1,PROD_00153,SELL_0036,2023-09-13 23:18:28,112.05,20.56
ORD_0000176,1,PROD_00082,SELL_0030,2023-12-07 15:29:55,116.98,22.78
ORD_0000177,1,PROD_00137,SELL_0017,2023-05-24 22:34:11,354.91,31.92
ORD_0000178,1,PROD_00147,SELL_0036,2023-12-26 15:34:14,291.12,30.26
ORD_0000179,1,PROD_00192,SELL_0019,2023-06-13 09:00:00,197.13,19.77
ORD_0000180,1,PROD_00120,SELL_0011,2024-05-24 15:19:00,28.28,29.99
ORD_0000181,1,PROD_00111,SELL_0049,2023-01-12 17:23:12,349.85,35.6
ORD_0000182,1,PROD_00126,SELL_0035,2025-05-01 12:14:16,148.56,20.01
ORD_0000183,1,PROD_00032,SELL_0008,2025-04-05 19:51:44,12.27,13.73
ORD_0000184,1,PROD_00041,SELL_0026,2023-05-26 09:07:40,313.74,44.38
ORD_0000185,1,PROD_00193,SELL_0018,2023-07-16 10:01:09,84.88,41.02
ORD_0000186,1,PROD_00162,SELL_0041,2023-05-16 22:28:46,12.92,40.39
ORD_0000186,2,PROD_00082,SELL_0015,2023-05-14 22:28:46,160.65,26.3
ORD_0000187,1,PROD_00119,SELL_0011,2023-08-14 10:26:19,200.32,41.98
ORD_0000188,1,PROD_00001,SELL_0030,2025-02-14 04:03:17,193.44,18.36
ORD_0000189,1,PROD_00026,SELL_0027,2023-09-19 12:53:00,105.09,31.12
ORD_0000190,1,PROD_00008,SELL_0040,2025-01-31 01:12:29,255.17,10.54
ORD_0000191,1,PROD_00154,SELL_0002,2024-05-03 12:43:19,293.88,21.35
ORD_0000191,2,PROD_00157,SELL_0031,2024-05-06 12:43:19,98.73,27.77
ORD_0000191,3,PROD_00024,SELL_0039,2024-05-06 12:43:19,172.05,5.91
ORD_0000192,1,PROD_00131,SELL_0011,2024-05-12 20:19:12,69.76,39.01
ORD_0000193,1,PROD_00062,SELL_0013,2024-10-14 13:20:00,86.58,42.49
ORD_0000194,1,PROD_00017,SELL_0030,2023-02-18 18:50:44,225.19,13.28
ORD_0000195,1,PROD_00155,SELL_0012,2023-04-07 07:10:31,188.59,14.68
ORD_0000196,1,PROD_00029,SELL_0011,2023-03-06 11:41:09,284.24,38.52
ORD_0000197,1,PROD_00018,SELL_0044,2023-09-01 10:35:50,5.52,6.29
ORD_0000198,1,PROD_00121,SELL_0027,2025-01-15 04:16:57,52.83,7.81
ORD_0000198,2,PROD_00184,SELL_0039,2025-01-18 04:16:57,141.28,33.63
ORD_0000199,1,PROD_00183,SELL_0047,2024-07-11 22:31:12,41.01,24.23
ORD_0000199,2,PROD_00075,SELL_0047,2024-07-11 22:31:12,328.43,38.13
ORD_0000199,3,PROD_00094,SELL_0041,2024-07-16 22:31:12,131.84,42.1
ORD_0000200,1,PROD_00032,SELL_0049,2024-07-27 05:04:33,12.77,38.88
ORD_0000201,1,PROD_00029,SELL_0043,2024-04-13 00:49:40,256.87,19.66
ORD_0000201,2,PROD_00037,SELL_0014,2024-04-13 00:49:40,229.55,36.82
ORD_0000202,1,PROD_00165,SELL_0046,2024-10-02 07:20:46,178.02,23.33
ORD_0000203,1,PROD_00194,SELL_0029,2024-06-24 21:31:49,24.5,16.81
ORD_0000203,2,PROD_00116,SELL_0039,2024-06-22 21:31:49,497.2,27.73
ORD_0000204,1,PROD_00038,SELL_0024,2024-06-25 21:04:02,35.13,6.04
ORD_0000204,2,PROD_00093,SELL_0046,2024-06-22 21:04:02,182.74,17.27
ORD_0000205,1,PROD_00079,SELL_0019,2024-05-15 06:06:02,155.7,22.59
ORD_0000206,1,PROD_00178,SELL_0025,2023-02-24 11:14:38,111.77,29.3
ORD_0000206,2,PROD_00164,SELL_0038,2023-02-24 11:14:38,87.68,39.04
ORD_0000207,1,PROD_00004,SELL_0048,2023-03-29 14:51:40,75.96,33.85
ORD_0000208,1,PROD_00159,SELL_0042,2024-09-26 08:33:02,72.5,43.9
ORD_0000209,1,PROD_00129,SELL_0032,2023-08-17 16:06:06,216.01,19.97
ORD_0000210,1,PROD_00135,SELL_0025,2024-10-04 05:35:47,251.39,24.36
ORD_0000211,1,PROD_00017,SELL_0015,2024-01-05 21:29:44,95.46,17.37
ORD_0000212,1,PROD_00200,SELL_0013,2023-12-16 21:10:34,448.11,9.78
ORD_0000213,1,PROD_00146,SELL_0048,2023-12-05 11:26:48,183.41,41.25
ORD_0000214,1,PROD_00190,SELL_0026,2025-03-02 17:59:47,104.94,31.57
ORD_0000214,2,PROD_00026,SELL_0018,2025-03-01 17:59:47,238.73,25.3
ORD_0000215,1,PROD_00190,SELL_0004,2024-02-16 00:46:02,228.96,8.18
ORD_0000215,2,PROD_00146,SELL_0048,2024-02-14 00:46:02,109.36,14.79
ORD_0000215,3,PROD_00177,SELL_0015,2024-02-18 00:46:02,750.98,39.3
ORD_0000216,1,PROD_00046,SELL_0036,2023-08-20 06:54:20,21.64,29.37
ORD_0000216,2,PROD_00024,SELL_0005,2023-08-19 06:54:20,137.61,34.33
ORD_0000217,1,PROD_00016,SELL_0049,2024-07-29 18:59:36,20.58,14.76
ORD_0000218,1,PROD_00026,SELL_0021,2024-08-26 07:14:16,141.18,36.26
ORD_0000219,1,PROD_00123,SELL_0013,2023-08-13 23:04:46,42.36,8.34
ORD_0000220,1,PROD_00056,SELL_0001,2023-04-14 19:41:19,155.6,17.0
ORD_0000221,1,PROD_00029,SELL_0042,2025-03-12 01:58:49,256.19,22.71
ORD_0000222,1,PROD_00163,SELL_0001,2024-11-03 19:59:00,96.02,23.25
ORD_0000223,1,PROD_00154,SELL_0022,2024-06-26 01:20:34,149.96,30.25
ORD_0000223,2,PROD_00124,SELL_0020,2024-06-24 01:20:34,187.26,43.06
ORD_0000224,1,PROD_00064,SELL_0033,2024-02-11 14:48:38,74.82,32.11
