review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
REV_000075,ORD_0000097,3,Good,Not as described,2024-07-07 07:08:47,2024-07-09 07:08:47
REV_000076,ORD_0000098,1,Bad,Love it,2025-04-24 23:41:23,2025-04-29 23:41:23
REV_000077,ORD_0000099,1,Good,Average,2023-03-23 00:36:38,2023-03-28 00:36:38
REV_000078,ORD_0000100,3,Good,Great product!,2024-03-09 20:54:32,2024-03-14 20:54:32
REV_000079,ORD_0000101,4,Terrible,Great product!,2023-10-03 06:07:11,2023-10-06 06:07:11
REV_000080,ORD_0000102,5,Excellent,Recommend,2024-11-30 17:04:18,2024-12-05 17:04:18
REV_000081,ORD_0000103,5,Excellent,Took too long,2024-08-28 15:21:22,2024-09-01 15:21:22
REV_000082,ORD_0000104,4,OK,Took too long,2024-05-26 14:21:39,2024-05-27 14:21:39
REV_000083,ORD_0000106,5,Terrible,Not as described,2023-11-09 11:08:43,2023-11-10 11:08:43
REV_000084,ORD_0000107,5,Bad,,2024-02-15 09:31:35,2024-02-17 09:31:35
REV_000085,ORD_0000109,4,,Love it,2024-06-26 20:01:52,2024-06-29 20:01:52
REV_000086,ORD_0000110,4,Excellent,,2024-08-08 15:41:49,2024-08-11 15:41:49
REV_000087,ORD_0000111,5,OK,Great product!,2023-12-01 04:29:32,2023-12-02 04:29:32
REV_000088,ORD_0000112,3,,Fast delivery,2023-06-26 16:08:28,2023-06-28 16:08:28
REV_000089,ORD_0000113,5,,Recommend,2023-06-11 23:46:30,2023-06-14 23:46:30
REV_000090,ORD_0000114,4,Good,OK,2024-12-06 06:33:58,2024-12-11 06:33:58
REV_000091,ORD_0000115,5,Terrible,Took too long,2024-11-17 10:06:45,2024-11-21 10:06:45
REV_000092,ORD_0000116,5,Good,Average,2023-07-26 12:41:24,2023-07-27 12:41:24
REV_000093,ORD_0000117,5,,Took too long,2024-02-03 07:33:25,2024-02-06 07:33:25
REV_000094,ORD_0000118,5,Good,Took too long,2024-07-02 04:28:10,2024-07-06 04:28:10
REV_000095,ORD_0000119,4,,OK,2023-07-27 05:23:38,2023-07-28 05:23:38
REV_000096,ORD_0000120,4,Terrible,,2025-01-06 15:30:13,2025-01-09 15:30:13
REV_000097,ORD_0000121,1,Bad,Perfect!,2023-03-22 04:36:37,2023-03-26 04:36:37
REV_000098,ORD_0000124,4,Bad,OK,2024-06-02 05:14:53,2024-06-04 05:14:53
REV_000099,ORD_0000125,4,Good,Love it,2024-11-17 16:16:10,2024-11-19 16:16:10
REV_000100,ORD_0000127,5,Good,Average,2025-05-06 04:38:06,2025-05-09 04:38:06
REV_000101,ORD_0000128,4,Terrible,OK,2025-02-24 03:05:30,2025-02-25 03:05:30
REV_000102,ORD_0000132,1,,Fast delivery,2023-10-07 06:00:45,2023-10-11 06:00:45
REV_000103,ORD_0000133,5,Terrible,Perfect!,2024-06-30 00:24:41,2024-07-04 00:24:41
REV_000104,ORD_0000134,5,Terrible,Love it,2024-09-30 08:16:54,2024-10-02 08:16:54
REV_000105,ORD_0000135,5,Excellent,Took too long,2024-12-22 12:48:13,2024-12-24 12:48:13
REV_000106,ORD_0000136,5,Terrible,Took too long,2023-10-02 09:36:22,2023-10-04 09:36:22
REV_000107,ORD_0000138,4,,Love it,2024-08-16 19:44:43,2024-08-19 19:44:43
REV_000108,ORD_0000141,5,,Great product!,2024-12-05 16:18:45,2024-12-08 16:18:45
REV_000109,ORD_0000142,5,,Took too long,2024-12-18 16:18:12,2024-12-21 16:18:12
REV_000110,ORD_0000143,4,Bad,Average,2023-09-29 19:10:43,2023-10-03 19:10:43
REV_000111,ORD_0000144,4,Bad,Good quality,2024-03-03 11:42:25,2024-03-06 11:42:25
REV_000112,ORD_0000145,5,,Perfect!,2025-01-13 02:58:05,2025-01-14 02:58:05
REV_000113,ORD_0000146,4,OK,Recommend,2024-10-23 06:29:59,2024-10-26 06:29:59
REV_000114,ORD_0000147,5,,Took too long,2024-06-20 03:35:04,2024-06-22 03:35:04
REV_000115,ORD_0000149,5,Good,Fast delivery,2025-03-18 07:48:21,2025-03-23 07:48:21
REV_000116,ORD_0000150,2,Terrible,Recommend,2024-02-05 20:50:14,2024-02-07 20:50:14
REV_000117,ORD_0000151,5,Good,Not as described,2024-02-09 16:34:00,2024-02-10 16:34:00
REV_000118,ORD_0000152,4,Excellent,Fast delivery,2024-08-06 05:30:20,2024-08-09 05:30:20
REV_000119,ORD_0000153,5,Good,Great product!,2025-03-10 21:59:58,2025-03-13 21:59:58
REV_000120,ORD_0000154,5,Terrible,Fast delivery,2023-09-17 06:53:15,2023-09-20 06:53:15
REV_000121,ORD_0000155,4,OK,Took too long,2023-04-15 21:42:31,2023-04-17 21:42:31
REV_000122,ORD_0000157,5,Excellent,Great product!,2024-07-12 08:25:14,2024-07-13 08:25:14
REV_000123,ORD_0000158,5,OK,,2024-06-25 11:25:55,2024-06-29 11:25:55
REV_000124,ORD_0000159,4,OK,Fast delivery,2024-07-13 14:20:44,2024-07-17 14:20:44
REV_000125,ORD_0000160,4,Excellent,Not as described,2023-10-08 05:35:16,2023-10-13 05:35:16
REV_000126,ORD_0000161,5,Good,Not as described,2023-07-27 15:27:13,2023-07-29 15:27:13
REV_000127,ORD_0000162,5,Terrible,Not as described,2024-09-06 04:36:43,2024-09-09 04:36:43
REV_000128,ORD_0000163,4,Excellent,OK,2024-05-01 12:12:09,2024-05-06 12:12:09
REV_000129,ORD_0000164,5,,Love it,2024-07-12 23:20:50,2024-07-17 23:20:50
REV_000130,ORD_0000165,5,,Love it,2024-03-24 03:44:10,2024-03-26 03:44:10
REV_000131,ORD_0000166,5,Good,Fast delivery,2024-01-04 08:23:23,2024-01-05 08:23:23
REV_000132,ORD_0000168,4,Bad,Average,2023-08-05 09:22:20,2023-08-07 09:22:20
REV_000133,ORD_0000170,5,Excellent,Average,2023-04-21 02:10:21,2023-04-26 02:10:21
REV_000134,ORD_0000171,5,Terrible,Perfect!,2024-12-05 12:17:56,2024-12-10 12:17:56
REV_000135,ORD_0000172,3,OK,Took too long,2023-07-19 05:54:01,2023-07-24 05:54:01
REV_000136,ORD_0000174,5,Terrible,Fast delivery,2025-04-01 02:06:16,2025-04-06 02:06:16
REV_000137,ORD_0000178,5,Excellent,,2024-01-30 15:34:14,2024-01-31 15:34:14
REV_000138,ORD_0000179,4,Good,,2023-07-18 09:00:00,2023-07-23 09:00:00
REV_000139,ORD_0000180,4,OK,Great product!,2024-05-28 15:19:00,2024-05-31 15:19:00
REV_000140,ORD_0000182,5,Bad,Fast delivery,2025-05-19 12:14:16,2025-05-22 12:14:16
REV_000141,ORD_0000183,4,Good,Love it,2025-05-05 19:51:44,2025-05-09 19:51:44
REV_000142,ORD_0000184,2,Terrible,Recommend,2023-06-05 09:07:40,2023-06-06 09:07:40
REV_000143,ORD_0000186,5,Excellent,Fast delivery,2023-06-10 22:28:46,2023-06-11 22:28:46
REV_000144,ORD_0000188,5,Excellent,Fast delivery,2025-03-15 04:03:17,2025-03-18 04:03:17
REV_000145,ORD_0000190,4,,OK,2025-01-30 01:12:29,2025-02-04 01:12:29
REV_000146,ORD_0000191,3,OK,Perfect!,2024-05-10 12:43:19,2024-05-15 12:43:19
REV_000147,ORD_0000194,5,OK,OK,2023-03-17 18:50:44,2023-03-19 18:50:44
REV_000148,ORD_0000195,4,Terrible,,2023-04-12 07:10:31,2023-04-15 07:10:31
REV_000149,ORD_0000196,5,Terrible,Perfect!,2023-03-09 11:41:09,2023-03-10 11:41:09
REV_000150,ORD_0000197,5,Good,,2023-09-13 10:35:50,2023-09-17 10:35:50
REV_000151,ORD_0000199,3,Excellent,Fast delivery,2024-07-29 22:31:12,2024-07-30 22:31:12
REV_000152,ORD_0000200,5,Excellent,Perfect!,2024-08-03 05:04:33,2024-08-06 05:04:33
REV_000153,ORD_0000202,4,Terrible,Not as described,2024-10-17 07:20:46,2024-10-18 07:20:46
REV_000154,ORD_0000203,5,Excellent,Fast delivery,2024-07-15 21:31:49,2024-07-20 21:31:49
REV_000155,ORD_0000204,1,,Good quality,2024-07-14 21:04:02,2024-07-17 21:04:02
REV_000156,ORD_0000205,5,,Took too long,2024-06-11 06:06:02,2024-06-16 06:06:02
REV_000157,ORD_0000206,4,Good,Perfect!,2023-03-22 11:14:38,2023-03-23 11:14:38
REV_000158,ORD_0000207,3,OK,OK,2023-05-05 14:51:40,2023-05-07 14:51:40
REV_000159,ORD_0000208,4,,Great product!,2024-11-06 08:33:02,2024-11-09 08:33:02
REV_000160,ORD_0000209,5,,Took too long,2023-09-11 16:06:06,2023-09-14 16:06:06
REV_000161,ORD_0000210,4,OK,Not as described,2024-10-28 05:35:47,2024-10-30 05:35:47
REV_000162,ORD_0000211,5,Bad,Fast delivery,2024-01-29 21:29:44,2024-01-30 21:29:44
REV_000163,ORD_0000212,4,,,2024-01-25 21:10:34,2024-01-27 21:10:34
REV_000164,ORD_0000213,5,OK,Good quality,2024-01-03 11:26:48,2024-01-07 11:26:48
REV_000165,ORD_0000215,5,OK,Great product!,2024-03-11 00:46:02,2024-03-14 00:46:02
REV_000166,ORD_0000216,4,,Not as described,2023-09-23 06:54:20,2023-09-26 06:54:20
REV_000167,ORD_0000217,5,,Great product!,2024-08-23 18:59:36,2024-08-24 18:59:36
REV_000168,ORD_0000218,5,Terrible,Recommend,2024-09-13 07:14:16,2024-09-16 07:14:16
REV_000169,ORD_0000219,5,OK,Average,2023-09-04 23:04:46,2023-09-05 23:04:46
REV_000170,ORD_0000220,5,Good,,2023-04-15 19:41:19,2023-04-20 19:41:19
REV_000171,ORD_0000221,3,,Average,2025-03-27 01:58:49,2025-03-29 01:58:49
REV_000172,ORD_0000222,4,Excellent,Fast delivery,2024-11-12 19:59:00,2024-11-15 19:59:00
REV_000173,ORD_0000223,5,,Love it,2024-07-24 01:20:34,2024-07-29 01:20:34
REV_000174,ORD_0000224,4,,OK,2024-02-25 14:48:38,2024-02-29 14:48:38
REV_000175,ORD_0000225,1,OK,Average,2025-04-21 12:09:08,2025-04-26 12:09:08
REV_000176,ORD_0000226,5,Excellent,Good quality,2024-02-18 16:27:49,2024-02-20 16:27:49
REV_000177,ORD_0000227,5,Excellent,Love it,2023-08-13 15:25:41,2023-08-17 15:25:41
REV_000178,ORD_0000228,5,,Recommend,2023-10-27 13:20:43,2023-10-30 13:20:43
REV_000179,ORD_0000229,5,OK,Fast delivery,2024-01-05 06:20:22,2024-01-09 06:20:22
REV_000180,ORD_0000230,4,Excellent,Love it,2023-07-01 14:02:59,2023-07-02 14:02:59
REV_000181,ORD_0000231,5,Terrible,Great product!,2025-02-06 02:07:47,2025-02-08 02:07:47
REV_000182,ORD_0000232,4,Excellent,Fast delivery,2024-01-24 22:51:07,2024-01-29 22:51:07
REV_000183,ORD_0000233,5,Terrible,Took too long,2025-03-01 17:13:13,2025-03-06 17:13:13
REV_000184,ORD_0000235,4,Bad,Perfect!,2023-10-19 05:03:18,2023-10-23 05:03:18
REV_000185,ORD_0000238,4,Excellent,Great product!,2023-04-06 05:12:32,2023-04-11 05:12:32
REV_000186,ORD_0000239,5,Good,Love it,2024-07-23 09:21:31,2024-07-27 09:21:31
REV_000187,ORD_0000240,4,OK,Good quality,2023-09-12 16:17:51,2023-09-15 16:17:51
REV_000188,ORD_0000242,3,Bad,Fast delivery,2024-12-02 19:55:40,2024-12-04 19:55:40
REV_000189,ORD_0000243,4,Excellent,Great product!,2024-03-22 09:58:38,2024-03-25 09:58:38
REV_000190,ORD_0000244,3,Bad,Fast delivery,2025-04-21 06:55:08,2025-04-22 06:55:08
REV_000191,ORD_0000249,5,,OK,2024-09-24 07:14:43,2024-09-26 07:14:43
REV_000192,ORD_0000250,2,Excellent,,2024-11-16 11:11:54,2024-11-17 11:11:54
REV_000193,ORD_0000254,5,Terrible,Good quality,2024-07-14 16:41:56,2024-07-16 16:41:56
REV_000194,ORD_0000255,5,,OK,2024-05-16 01:56:15,2024-05-21 01:56:15
REV_000195,ORD_0000257,5,Excellent,Not as described,2024-03-29 09:39:58,2024-03-31 09:39:58
REV_000196,ORD_0000259,3,Bad,Good quality,2024-03-14 13:20:28,2024-03-16 13:20:28
REV_000197,ORD_0000260,4,Good,Not as described,2023-10-02 10:44:41,2023-10-03 10:44:41
REV_000198,ORD_0000262,1,Bad,Not as described,2023-06-30 12:35:24,2023-07-05 12:35:24
REV_000199,ORD_0000263,5,,Perfect!,2024-11-24 04:10:55,2024-11-25 04:10:55
REV_000200,ORD_0000267,5,,Good quality,2023-01-22 07:56:35,2023-01-23 07:56:35
REV_000201,ORD_0000271,5,OK,Good quality,2023-03-08 02:49:19,2023-03-09 02:49:19
REV_000202,ORD_0000273,4,Excellent,Great product!,2024-07-30 06:44:13,2024-07-31 06:44:13
REV_000203,ORD_0000274,5,,Great product!,2025-02-05 22:38:59,2025-02-06 22:38:59
REV_000204,ORD_0000275,3,,Great product!,2024-08-02 18:39:22,2024-08-06 18:39:22
REV_000205,ORD_0000277,5,,,2023-02-11 14:40:50,2023-02-15 14:40:50
REV_000206,ORD_0000278,2,Excellent,Not as described,2023-12-26 11:35:51,2023-12-31 11:35:51
REV_000207,ORD_0000280,5,OK,Good quality,2024-09-03 19:01:53,2024-09-05 19:01:53
REV_000208,ORD_0000283,4,Terrible,Not as described,2024-12-17 10:35:34,2024-12-18 10:35:34
REV_000209,ORD_0000285,3,Excellent,Fast delivery,2023-07-04 18:38:24,2023-07-08 18:38:24
REV_000210,ORD_0000286,5,Good,Not as described,2024-03-23 02:31:56,2024-03-24 02:31:56
REV_000211,ORD_0000287,3,Bad,Average,2023-11-25 05:07:23,2023-11-27 05:07:23
REV_000212,ORD_0000288,3,,Good quality,2024-06-26 04:12:21,2024-06-29 04:12:21
REV_000213,ORD_0000289,5,,Good quality,2023-12-24 04:49:55,2023-12-25 04:49:55
REV_000214,ORD_0000290,4,OK,Good quality,2024-03-05 22:55:33,2024-03-09 22:55:33
REV_000215,ORD_0000291,4,OK,,2024-09-16 02:21:29,2024-09-19 02:21:29
REV_000216,ORD_0000292,4,OK,Not as described,2023-08-16 10:12:12,2023-08-17 10:12:12
REV_000217,ORD_0000293,5,Terrible,Love it,2023-05-25 08:09:10,2023-05-26 08:09:10
REV_000218,ORD_0000294,5,Bad,Took too long,2024-08-07 10:17:09,2024-08-12 10:17:09
REV_000219,ORD_0000295,1,Good,Fast delivery,2023-03-21 09:39:57,2023-03-22 09:39:57
REV_000220,ORD_0000296,3,Excellent,Fast delivery,2023-05-28 12:03:05,2023-05-30 12:03:05
REV_000221,ORD_0000297,5,Terrible,Average,2025-01-06 22:28:39,2025-01-11 22:28:39
REV_000222,ORD_0000298,5,OK,Love it,2025-03-05 14:36:08,2025-03-09 14:36:08
REV_000223,ORD_0000299,5,Terrible,Not as described,2023-12-21 21:41:45,2023-12-23 21:41:45
REV_000224,ORD_0000300,4,,Love it,2024-01-16 12:11:44,2024-01-21 12:11:44
REV_000225,ORD_0000301,5,Excellent,Recommend,2023-02-06 02:30:07,2023-02-10 02:30:07
REV_000226,ORD_0000302,4,Excellent,Fast delivery,2024-06-14 03:25:52,2024-06-19 03:25:52
REV_000227,ORD_0000304,5,,Not as described,2023-03-22 10:13:52,2023-03-25 10:13:52
REV_000228,ORD_0000306,5,Good,Not as described,2024-10-06 19:29:20,2024-10-11 19:29:20
REV_000229,ORD_0000307,5,Bad,Recommend,2024-03-08 02:38:06,2024-03-11 02:38:06
REV_000230,ORD_0000308,5,OK,Great product!,2023-09-02 04:56:37,2023-09-07 04:56:37
REV_000231,ORD_0000309,4,OK,Took too long,2024-05-16 17:18:24,2024-05-19 17:18:24
REV_000232,ORD_0000310,3,Good,Fast delivery,2025-03-29 21:19:58,2025-03-31 21:19:58
REV_000233,ORD_0000313,5,,Took too long,2025-01-03 18:25:40,2025-01-06 18:25:40
REV_000234,ORD_0000317,4,,Great product!,2023-07-12 14:32:27,2023-07-17 14:32:27
REV_000235,ORD_0000318,4,Terrible,Not as described,2024-09-06 15:54:46,2024-09-10 15:54:46
REV_000236,ORD_0000319,3,,Love it,2024-07-18 18:23:02,2024-07-23 18:23:02
REV_000237,ORD_0000320,5,,Average,2025-01-27 23:33:54,2025-01-28 23:33:54
REV_000238,ORD_0000321,1,,Not as described,2024-10-28 02:15:30,2024-11-02 02:15:30
REV_000239,ORD_0000322,5,Good,,2024-10-09 01:57:21,2024-10-13 01:57:21
REV_000240,ORD_0000323,5,Terrible,Love it,2024-06-06 18:46:21,2024-06-11 18:46:21
REV_000241,ORD_0000324,5,,Not as described,2023-12-22 23:50:36,2023-12-23 23:50:36
REV_000242,ORD_0000325,5,Excellent,Fast delivery,2024-09-02 01:42:18,2024-09-07 01:42:18
REV_000243,ORD_0000326,5,Good,Great product!,2025-04-11 08:16:08,2025-04-12 08:16:08
REV_000244,ORD_0000329,5,Excellent,Average,2025-06-02 04:53:31,2025-06-04 04:53:31
REV_000245,ORD_0000330,3,Terrible,Recommend,2024-08-25 23:53:22,2024-08-29 23:53:22
REV_000246,ORD_0000334,4,Excellent,,2024-12-11 08:21:17,2024-12-14 08:21:17
REV_000247,ORD_0000335,3,Excellent,Average,2024-02-19 14:49:43,2024-02-21 14:49:43
REV_000248,ORD_0000336,4,Terrible,Great product!,2023-07-25 10:35:00,2023-07-26 10:35:00
REV_000249,ORD_0000337,4,Bad,Not as described,2023-05-01 16:06:43,2023-05-05 16:06:43
REV_000250,ORD_0000341,5,Excellent,Average,2023-11-23 13:44:57,2023-11-26 13:44:57
REV_000251,ORD_0000342,5,OK,Perfect!,2023-04-04 12:24:21,2023-04-06 12:24:21
REV_000252,ORD_0000343,2,Good,Average,2023-04-22 15:59:12,2023-04-23 15:59:12
REV_000253,ORD_0000344,5,,Love it,2024-10-29 20:06:58,2024-10-31 20:06:58
REV_000254,ORD_0000345,5,OK,OK,2023-04-20 18:46:16,2023-04-23 18:46:16
REV_000255,ORD_0000347,3,Good,Great product!,2024-07-11 22:49:31,2024-07-16 22:49:31
REV_000256,ORD_0000348,5,Bad,Took too long,2024-09-08 17:59:22,2024-09-10 17:59:22
REV_000257,ORD_0000349,5,Terrible,Recommend,2024-11-20 02:23:34,2024-11-24 02:23:34
REV_000258,ORD_0000350,5,Bad,Perfect!,2024-08-09 01:24:42,2024-08-10 01:24:42
REV_000259,ORD_0000353,5,Good,Love it,2025-05-21 14:01:02,2025-05-24 14:01:02
REV_000260,ORD_0000356,1,Terrible,Took too long,2024-11-11 04:00:11,2024-11-14 04:00:11
REV_000261,ORD_0000357,3,,Great product!,2024-10-17 05:53:37,2024-10-18 05:53:37
REV_000262,ORD_0000358,3,Bad,Not as described,2023-03-14 06:27:21,2023-03-18 06:27:21
REV_000263,ORD_0000362,5,,Great product!,2023-02-10 00:11:59,2023-02-11 00:11:59
REV_000264,ORD_0000363,5,Good,Good quality,2024-12-27 15:44:08,2025-01-01 15:44:08
REV_000265,ORD_0000364,5,,Took too long,2025-01-10 01:38:11,2025-01-11 01:38:11
REV_000266,ORD_0000366,4,Terrible,Took too long,2024-02-14 17:32:14,2024-02-15 17:32:14
REV_000267,ORD_0000368,5,Good,Average,2024-11-16 11:18:13,2024-11-19 11:18:13
REV_000268,ORD_0000369,1,Terrible,Good quality,2023-05-11 23:03:59,2023-05-13 23:03:59
REV_000269,ORD_0000370,5,Terrible,Average,2024-04-19 18:37:20,2024-04-23 18:37:20
REV_000270,ORD_0000371,1,,Took too long,2023-06-06 10:14:06,2023-06-08 10:14:06
REV_000271,ORD_0000373,5,Good,Average,2024-03-17 11:08:29,2024-03-21 11:08:29
REV_000272,ORD_0000374,4,Excellent,Not as described,2025-01-05 18:03:17,2025-01-06 18:03:17
REV_000273,ORD_0000375,5,Good,Took too long,2023-07-10 10:14:56,2023-07-11 10:14:56
REV_000274,ORD_0000376,3,Terrible,Good quality,2023-09-27 02:26:54,2023-10-01 02:26:54
REV_000275,ORD_0000377,1,OK,Not as described,2024-05-18 08:00:46,2024-05-21 08:00:46
REV_000276,ORD_0000378,5,Good,Average,2024-09-11 04:58:36,2024-09-12 04:58:36
REV_000277,ORD_0000379,5,OK,Love it,2025-02-23 16:02:27,2025-02-27 16:02:27
