order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD_0000306,1,boleto,1,149.8
ORD_0000307,1,boleto,1,707.57
ORD_0000308,1,credit_card,6,129.08
ORD_0000309,1,credit_card,4,224.08
ORD_0000310,1,credit_card,4,83.54
ORD_0000311,1,voucher,1,448.83
ORD_0000312,1,credit_card,1,776.16
ORD_0000313,1,credit_card,1,533.66
ORD_0000314,1,credit_card,4,311.78
ORD_0000315,1,boleto,1,557.14
ORD_0000316,1,credit_card,1,261.84
ORD_0000317,1,credit_card,3,663.74
ORD_0000318,1,credit_card,1,113.58
ORD_0000319,1,boleto,1,235.11
ORD_0000320,1,credit_card,1,263.06
ORD_0000321,1,debit_card,1,348.97
ORD_0000322,1,credit_card,6,417.66
ORD_0000323,1,credit_card,1,284.92
ORD_0000324,1,credit_card,3,919.96
ORD_0000325,1,credit_card,10,72.61
ORD_0000326,1,credit_card,1,403.35
ORD_0000327,1,credit_card,1,260.5
ORD_0000328,1,credit_card,1,574.17
ORD_0000329,1,credit_card,4,50.91
ORD_0000330,1,boleto,1,229.53
ORD_0000331,1,credit_card,3,62.03
ORD_0000332,1,credit_card,1,36.04
ORD_0000333,1,credit_card,1,485.2
ORD_0000334,1,boleto,1,288.76
ORD_0000335,1,credit_card,1,267.02
ORD_0000336,1,credit_card,4,86.74
ORD_0000337,1,boleto,1,250.28
ORD_0000338,1,boleto,1,371.96
ORD_0000339,1,credit_card,1,195.9
ORD_0000340,1,credit_card,6,199.07
ORD_0000341,1,credit_card,1,218.9
ORD_0000342,1,credit_card,1,89.24
ORD_0000343,1,credit_card,1,82.0
ORD_0000344,1,boleto,1,140.67
ORD_0000345,1,credit_card,3,73.81
ORD_0000346,1,credit_card,4,393.49
ORD_0000347,1,credit_card,3,96.29
ORD_0000348,1,credit_card,10,41.11
ORD_0000349,1,credit_card,10,1135.71
ORD_0000350,1,credit_card,1,365.71
ORD_0000351,1,credit_card,1,882.7
ORD_0000352,1,boleto,1,269.98
ORD_0000353,1,credit_card,4,348.0
ORD_0000354,1,credit_card,2,59.02
ORD_0000355,1,credit_card,1,190.67
ORD_0000356,1,credit_card,6,22.51
ORD_0000357,1,credit_card,2,198.29
ORD_0000358,1,voucher,1,180.46
ORD_0000359,1,boleto,1,261.62
ORD_0000360,1,credit_card,1,108.4
ORD_0000361,1,credit_card,4,131.19
ORD_0000362,1,credit_card,1,258.2
ORD_0000363,1,boleto,1,138.76
ORD_0000364,1,credit_card,3,136.19
ORD_0000365,1,credit_card,3,124.67
ORD_0000366,1,credit_card,1,89.44
ORD_0000367,1,voucher,1,389.48
ORD_0000368,1,debit_card,1,115.94
ORD_0000369,1,credit_card,1,216.25
ORD_0000370,1,voucher,1,232.19
ORD_0000371,1,credit_card,2,348.11
ORD_0000372,1,boleto,1,249.97
ORD_0000373,1,credit_card,4,45.79
ORD_0000374,1,credit_card,4,129.92
ORD_0000375,1,credit_card,1,207.39
ORD_0000376,1,credit_card,10,760.96
ORD_0000377,1,credit_card,1,279.7
ORD_0000378,1,credit_card,6,858.84
ORD_0000379,1,credit_card,1,68.27
ORD_0000380,1,credit_card,6,93.0
ORD_0000381,1,credit_card,10,288.44
ORD_0000382,1,credit_card,2,57.76
ORD_0000383,1,debit_card,1,86.43
ORD_0000384,1,credit_card,1,265.15
ORD_0000385,1,credit_card,2,142.97
ORD_0000386,1,credit_card,3,278.21
ORD_0000387,1,credit_card,4,129.94
ORD_0000388,1,boleto,1,103.23
ORD_0000389,1,credit_card,6,561.44
ORD_0000390,1,credit_card,6,201.74
ORD_0000391,1,credit_card,1,50.61
ORD_0000392,1,credit_card,1,62.8
ORD_0000393,1,credit_card,4,236.07
ORD_0000394,1,boleto,1,143.24
ORD_0000395,1,credit_card,2,107.88
ORD_0000396,1,debit_card,1,80.11
ORD_0000397,1,credit_card,1,152.66
ORD_0000398,1,boleto,1,355.79
ORD_0000399,1,credit_card,1,123.34
ORD_0000400,1,credit_card,3,160.75
ORD_0000401,1,credit_card,1,40.5
ORD_0000402,1,credit_card,1,334.38
ORD_0000403,1,credit_card,2,428.96
ORD_0000404,1,credit_card,1,169.71
ORD_0000405,1,credit_card,1,63.2
ORD_0000406,1,credit_card,6,169.99
ORD_0000407,1,boleto,1,464.72
ORD_0000408,1,credit_card,2,192.17
ORD_0000409,1,credit_card,6,104.57
ORD_0000410,1,credit_card,2,935.03
ORD_0000411,1,credit_card,1,170.15
ORD_0000412,1,credit_card,6,301.72
ORD_0000413,1,credit_card,1,230.34
ORD_0000414,1,credit_card,1,126.84
ORD_0000415,1,credit_card,4,78.48
ORD_0000416,1,voucher,1,192.21
ORD_0000417,1,boleto,1,173.73
ORD_0000418,1,credit_card,10,653.56
ORD_0000419,1,credit_card,1,98.75
ORD_0000420,1,credit_card,6,300.1
ORD_0000421,1,credit_card,6,624.52
ORD_0000422,1,credit_card,2,772.0
ORD_0000423,1,credit_card,1,61.28
ORD_0000424,1,boleto,1,84.3
ORD_0000425,1,boleto,1,159.52
ORD_0000426,1,credit_card,4,23.23
ORD_0000427,1,credit_card,1,374.81
ORD_0000428,1,credit_card,10,452.71
ORD_0000429,1,debit_card,1,66.51
ORD_0000430,1,boleto,1,212.62
ORD_0000431,1,credit_card,1,138.11
ORD_0000432,1,credit_card,10,435.46
ORD_0000433,1,credit_card,4,146.5
ORD_0000434,1,boleto,1,438.59
ORD_0000435,1,credit_card,1,35.1
ORD_0000436,1,credit_card,6,237.14
ORD_0000437,1,credit_card,1,174.02
ORD_0000438,1,credit_card,1,35.83
ORD_0000439,1,credit_card,1,629.56
ORD_0000440,1,credit_card,10,275.56
ORD_0000441,1,credit_card,4,86.17
ORD_0000442,1,credit_card,6,301.97
ORD_0000443,1,credit_card,1,508.9
ORD_0000444,1,credit_card,2,149.2
ORD_0000445,1,credit_card,4,76.24
ORD_0000446,1,credit_card,1,466.85
ORD_0000447,1,credit_card,4,744.75
ORD_0000448,1,credit_card,10,126.62
ORD_0000449,1,credit_card,10,89.31
ORD_0000450,1,credit_card,1,418.1
ORD_0000451,1,credit_card,1,85.08
ORD_0000452,1,credit_card,4,87.91
ORD_0000453,1,boleto,1,52.03
ORD_0000454,1,credit_card,2,76.81
ORD_0000455,1,credit_card,6,661.23
ORD_0000456,1,credit_card,1,63.02
ORD_0000457,1,credit_card,10,281.94
ORD_0000458,1,boleto,1,285.06
ORD_0000459,1,boleto,1,382.15
ORD_0000460,1,credit_card,3,54.15
ORD_0000461,1,boleto,1,87.39
ORD_0000462,1,credit_card,1,165.57
ORD_0000463,1,credit_card,10,232.22
ORD_0000464,1,credit_card,1,191.97
ORD_0000465,1,credit_card,2,262.03
ORD_0000466,1,credit_card,1,353.39
ORD_0000467,1,credit_card,2,349.6
ORD_0000468,1,credit_card,1,359.4
ORD_0000469,1,credit_card,1,54.97
ORD_0000470,1,credit_card,10,175.19
ORD_0000471,1,debit_card,1,238.84
ORD_0000472,1,credit_card,1,44.46
ORD_0000473,1,boleto,1,246.26
ORD_0000474,1,boleto,1,450.27
ORD_0000475,1,credit_card,1,246.42
ORD_0000476,1,credit_card,4,542.76
ORD_0000477,1,credit_card,2,66.15
ORD_0000478,1,credit_card,1,166.72
ORD_0000479,1,credit_card,1,679.19
ORD_0000480,1,credit_card,2,217.88
ORD_0000481,1,voucher,1,78.1
ORD_0000482,1,credit_card,1,305.38
ORD_0000483,1,credit_card,1,462.33
ORD_0000484,1,credit_card,10,327.31
ORD_0000485,1,credit_card,1,201.52
ORD_0000486,1,credit_card,1,80.55
ORD_0000487,1,credit_card,2,158.8
ORD_0000488,1,credit_card,1,65.32
ORD_0000489,1,credit_card,6,290.81
ORD_0000490,1,credit_card,1,187.42
ORD_0000491,1,credit_card,6,283.85
ORD_0000492,1,credit_card,1,329.94
ORD_0000493,1,credit_card,2,573.11
ORD_0000494,1,boleto,1,226.39
ORD_0000495,1,credit_card,10,56.25
ORD_0000496,1,credit_card,1,55.25
ORD_0000497,1,credit_card,2,263.29
ORD_0000498,1,credit_card,1,413.31
ORD_0000499,1,credit_card,1,650.53
ORD_0000500,1,debit_card,1,173.84
ORD_0000501,1,credit_card,1,37.29
ORD_0000502,1,credit_card,6,586.01
ORD_0000503,1,boleto,1,185.2
ORD_0000504,1,credit_card,1,461.3
ORD_0000505,1,credit_card,2,186.8
ORD_0000506,1,credit_card,1,559.13
ORD_0000507,1,credit_card,3,105.75
ORD_0000508,1,credit_card,6,233.91
ORD_0000509,1,credit_card,1,73.37
ORD_0000510,1,credit_card,2,171.78
ORD_0000511,1,boleto,1,368.98
ORD_0000512,1,credit_card,1,241.82
ORD_0000513,1,credit_card,4,264.87
ORD_0000514,1,credit_card,4,27.18
ORD_0000515,1,voucher,1,898.54
ORD_0000516,1,credit_card,6,130.89
ORD_0000517,1,credit_card,1,100.61
ORD_0000518,1,credit_card,6,234.55
ORD_0000519,1,boleto,1,288.82
ORD_0000520,1,credit_card,6,47.11
ORD_0000521,1,credit_card,1,126.31
ORD_0000522,1,credit_card,3,122.99
ORD_0000523,1,boleto,1,65.46
ORD_0000524,1,boleto,1,300.33
ORD_0000525,1,credit_card,1,128.84
ORD_0000526,1,credit_card,6,176.95
ORD_0000527,1,credit_card,2,95.77
ORD_0000528,1,credit_card,2,214.71
ORD_0000529,1,credit_card,6,40.71
ORD_0000530,1,credit_card,3,148.73
ORD_0000531,1,credit_card,6,836.11
ORD_0000532,1,credit_card,2,672.5
ORD_0000533,1,credit_card,1,701.36
ORD_0000534,1,credit_card,6,371.93
ORD_0000535,1,boleto,1,457.05
ORD_0000536,1,credit_card,3,244.74
ORD_0000537,1,voucher,1,330.3
ORD_0000538,1,credit_card,6,112.46
ORD_0000539,1,credit_card,4,128.18
ORD_0000540,1,boleto,1,103.47
ORD_0000541,1,credit_card,4,368.19
ORD_0000542,1,credit_card,1,410.35
ORD_0000543,1,credit_card,1,173.09
ORD_0000544,1,credit_card,10,89.85
ORD_0000545,1,boleto,1,95.06
ORD_0000546,1,credit_card,1,96.16
ORD_0000547,1,credit_card,6,254.81
ORD_0000548,1,credit_card,2,464.75
ORD_0000549,1,credit_card,1,175.56
ORD_0000550,1,credit_card,6,513.36
ORD_0000551,1,credit_card,2,340.97
ORD_0000552,1,credit_card,2,509.91
ORD_0000553,1,boleto,1,580.75
ORD_0000554,1,credit_card,3,69.15
ORD_0000555,1,boleto,1,496.91
ORD_0000556,1,voucher,1,158.07
ORD_0000557,1,credit_card,4,48.61
ORD_0000558,1,credit_card,4,1108.28
ORD_0000559,1,credit_card,2,736.59
ORD_0000560,1,credit_card,2,112.33
ORD_0000561,1,boleto,1,539.13
ORD_0000562,1,credit_card,2,291.42
ORD_0000563,1,credit_card,4,196.21
ORD_0000564,1,boleto,1,341.42
ORD_0000565,1,credit_card,6,197.7
ORD_0000566,1,credit_card,3,843.83
ORD_0000567,1,credit_card,10,249.77
ORD_0000568,1,boleto,1,53.17
ORD_0000569,1,credit_card,3,18.77
ORD_0000570,1,credit_card,10,232.89
ORD_0000571,1,credit_card,3,58.31
ORD_0000572,1,credit_card,4,435.76
ORD_0000573,1,boleto,1,97.78
ORD_0000574,1,credit_card,2,395.79
ORD_0000575,1,credit_card,10,56.72
ORD_0000576,1,debit_card,1,884.48
ORD_0000577,1,credit_card,6,441.02
ORD_0000578,1,boleto,1,114.5
ORD_0000579,1,credit_card,6,520.74
ORD_0000580,1,voucher,1,888.47
ORD_0000581,1,credit_card,2,632.54
ORD_0000582,1,boleto,1,61.4
ORD_0000583,1,credit_card,1,55.95
ORD_0000584,1,credit_card,4,239.77
ORD_0000585,1,credit_card,1,303.23
ORD_0000586,1,credit_card,3,55.86
ORD_0000587,1,credit_card,4,34.22
ORD_0000588,1,credit_card,6,72.67
ORD_0000589,1,credit_card,4,148.06
ORD_0000590,1,boleto,1,261.03
ORD_0000591,1,credit_card,6,393.6
ORD_0000592,1,credit_card,10,206.6
ORD_0000593,1,credit_card,2,636.38
ORD_0000594,1,credit_card,3,397.41
ORD_0000595,1,credit_card,4,400.26
ORD_0000596,1,boleto,1,47.36
ORD_0000597,1,credit_card,1,100.12
ORD_0000598,1,credit_card,6,228.53
ORD_0000599,1,credit_card,3,99.1
ORD_0000600,1,credit_card,3,204.13
ORD_0000601,1,credit_card,2,484.38
ORD_0000602,1,credit_card,1,126.97
ORD_0000603,1,boleto,1,184.15
ORD_0000604,1,boleto,1,235.5
ORD_0000605,1,credit_card,4,24.46
ORD_0000606,1,boleto,1,454.14
ORD_0000607,1,credit_card,1,32.86
ORD_0000608,1,credit_card,6,81.74
ORD_0000609,1,credit_card,10,410.34
ORD_0000610,1,credit_card,1,378.73
ORD_0000611,1,credit_card,1,700.54
ORD_0000612,1,credit_card,4,197.1
ORD_0000613,1,boleto,1,38.22
ORD_0000614,1,credit_card,1,531.23
ORD_0000615,1,credit_card,10,90.18
ORD_0000616,1,credit_card,3,133.87
ORD_0000617,1,credit_card,2,575.98
ORD_0000618,1,credit_card,3,77.01
ORD_0000619,1,credit_card,1,147.2
ORD_0000620,1,credit_card,10,349.15
ORD_0000621,1,credit_card,10,432.75
ORD_0000622,1,credit_card,10,98.34
ORD_0000623,1,credit_card,1,319.08
ORD_0000624,1,boleto,1,216.5
ORD_0000625,1,boleto,1,170.74
ORD_0000626,1,credit_card,6,384.2
ORD_0000627,1,boleto,1,83.42
ORD_0000628,1,boleto,1,490.66
ORD_0000629,1,boleto,1,475.67
ORD_0000630,1,credit_card,10,328.99
ORD_0000631,1,credit_card,1,178.58
ORD_0000632,1,credit_card,6,582.92
ORD_0000633,1,credit_card,6,113.25
ORD_0000634,1,credit_card,10,259.97
ORD_0000635,1,credit_card,3,165.57
ORD_0000636,1,boleto,1,462.18
ORD_0000637,1,credit_card,1,637.88
ORD_0000638,1,boleto,1,42.06
ORD_0000639,1,credit_card,4,202.4
ORD_0000640,1,boleto,1,744.79
ORD_0000641,1,boleto,1,210.85
ORD_0000642,1,boleto,1,48.46
ORD_0000643,1,credit_card,4,84.5
ORD_0000644,1,credit_card,1,160.65
ORD_0000645,1,credit_card,1,649.68
ORD_0000646,1,credit_card,1,95.49
ORD_0000647,1,credit_card,1,478.27
ORD_0000648,1,credit_card,4,107.35
ORD_0000649,1,credit_card,2,249.91
ORD_0000650,1,credit_card,1,1084.29
ORD_0000651,1,credit_card,2,654.73
ORD_0000652,1,voucher,1,164.12
ORD_0000653,1,credit_card,1,309.02
ORD_0000654,1,boleto,1,785.25
ORD_0000655,1,credit_card,6,142.68
ORD_0000656,1,credit_card,1,167.25
ORD_0000657,1,credit_card,1,212.91
ORD_0000658,1,boleto,1,140.58
ORD_0000659,1,credit_card,2,73.58
ORD_0000660,1,credit_card,4,427.87
ORD_0000661,1,credit_card,1,66.36
ORD_0000662,1,credit_card,6,325.12
ORD_0000663,1,credit_card,1,220.93
ORD_0000664,1,credit_card,1,146.84
ORD_0000665,1,credit_card,10,200.73
ORD_0000666,1,boleto,1,366.68
ORD_0000667,1,credit_card,4,112.98
ORD_0000668,1,voucher,1,807.39
ORD_0000669,1,credit_card,2,200.11
ORD_0000670,1,boleto,1,119.69
ORD_0000671,1,credit_card,1,527.22
